text,category
looks like a s hollywood movie,Mixed_feelings
bro starting dialogue la konjam thimiru irikae thappa irikae bro,Negative
i like it rajinikanth movies super,Positive
likes up up up  million like,Positive
padam super duper hit nu soldravanga yaaraavathu irrukingalaa paah    ,Positive
entha mathiri mass fans ah vachikittu intha mathiri padam pannathula oru nalla nadikanavum end dialogue le nalla manusanavum theriyuraru,Positive
mrkarthick subburaj enga iranthinga evlo naala,Positive
director name lae irukuavaroda movie epdi nu,Positive
thala always thala than da vera  thala keta paaru  kelvi are you verging,Positive
vijaysethupathi mass mass mass mass mass mass mass mass mass mass mass mass,Positive
kola mass thalaivaa marana waiting ,Positive
inniki  k likes reach aagumnu solravanga comment pannunga thala rathangale      ,Positive
kaipulla vijay twitter la trending agudhu,Positive
thala rasigana irukara gethu vera yarukum kidaiyathu lawyer performance super thalaaaaaaaaaaaaaaaaaaaaaaaa,Positive
thala naa mass  mass naa thala,Positive
why this movie given k dislike brooo,Positive
otha last shot  kola mass,Mixed_feelings
thala pola varumaa song rolls valara maatarr nenachaanga palarum thala perah sonna cine field eh alarumm,Positive
vanthuthenu sollu thirimpi vanthenu  varuchuthaku munnadi epidi ponnenu apidiye thirimpi vanthenu sollu petta da marana mass da,Positive
evalo vatti pathalum puthusave irukkuethare thavana kandalum puthiyathu pole und,Positive
remake from malayalam movie chinathamani kola case suresh gopibhavana movie,Negative
good morning everyone  adichi parakkavidungga likes ah friends,Positive
ask dhul  chella kutti super altimate thala therika vidalam,Positive
rajni sir not tamil star he is south indian super star jai thalaiva jai ntr,Positive
veralevl trailer love you so much sk anna,Positive
vera level padam varum appo therium yaru kinguuuuu,Positive
rajini sir pakathak chinna payya mari iruk,Positive
 on trending in sri lanka,Positive
first like panni then view pannavanga mattum like pannuga,Positive
m marana mass  pakurathuku sinna payan mathiri alaga irukiga,Positive
who all r waiting for  million likes,Positive
adhu eppudi da trailer paakamiyae dislike poduranga,Mixed_feelings
padam paru singatamilan ana   la enna pa hindi la potu irukinga  idu enna da koduma,Negative
dai ennada kunjungala ipti kathritu irukinga,Negative
neraya neraya neraya neraya neraya neraya,Positive
on vijay on ajith one and only super star rajinikanth is maas,Positive
akshay kumar is hero rajini waste,Negative
ya iven inthe mathiri ellam pannikitthu irukkan,Negative
thala naa mass  thala naa class  thala naa gethu daa,Positive
i love you my dear   ,Mixed_feelings
what is this rubbish ayoooo ayo,Negative
engada andha joseph vijaythalaivarum thalaiyum pongaluku ,Mixed_feelings
sprpakavespr ahh irukuepo screen la paka pora noo  waiting,Positive
james bond film maari iruku super,Positive
remek movie  trading le eruku evalo like vangiruku next movie alluvitru,Positive
rajini fans oru like podunga pakala,Positive
verithanam overloadednamaku thevayanadha nama dha aduchuuu vanganoooooogoosebumps,Positive
innum parthute irukuravanga oru like podunge,unknown_state
verithanama irukku trailer varuvathu thalaivar petta parak,Negative
bijili ramesh fans hit like,unknown_state
movie release ku munnadi m views varanum k comments varanum,Positive
put like for makkal selvan vijay sethupathi,unknown_state
 crore budget vs logesh and karthik,unknown_state
i am thalapathy fan but ajith sir thani gethu dhan  masssss apt ana name ultimate star,Mixed_feelings
yae ennada trailerla opening bgm   ratchasan movie bgm potrukinga dei  ,Negative
trending  singapore no  india no  sri lanka no  malaysia no   rocking,Mixed_feelings
 sec to  sec dialog massvera level,Positive
thala pola varuma semma thala,Positive
 times paathavanga mattum like podunga thala ranthangalae,Positive
yuvan nee manusane illaya ennama music podururinga love you so much,Positive
after watching movie like here,Positive
super ster vera level sankar bast moves,Positive
marana mass kola gaandula irukan maran waiting,Positive
evlo periya mass hero ajith sir avara poi ippadi oru padathil bing hindi nadika vatchitigale so sad,Mixed_feelings
super star rajni sar is back,Positive
inime na vijay sir ah asinga padutha maten,Positive
its a movie like dhool orukku oru prachanai oorvittu oor vara aalu patriya kathai,unknown_state
siva career la best hit idhudhaan solluravunga like pannunga,Mixed_feelings
aiiiyyyyooo yemmaaaavvv trailer ahhh veri thanamaa iruke,Positive
last la eppudi thalavair akshaykumara change anaru,Mixed_feelings
caller tune la kola gaandla irukkaen mavana kollaama vidamaattaennu dialogue vechaa phone panravan reaction eppadi irukkum,Mixed_feelings
alitimate king da  thala ajith,Positive
poangalukku petta sweet saapida poraom vaereengala,Mixed_feelings
thala sema thala  tirupathi thalapathy fan,Positive
best trailer suparstar rajnikaant dialogue must,Positive
dai grand fatherajith neelam padam edukiriya da potta,Negative
niraiya niraiya niraiya niraiya niraiya time pathavanga mattum like pannunga by thala fan tk,Positive
pakkathane pooreee indhe kaali odeee athathe,Positive
thala ajith marana mass nkp,Positive
enna innum trending list la varala,Mixed_feelings
panday entha padaththula nadichiruppathu yarukellaam pidichirukku,Positive
my childhood hero thalaivaaaaaaaaaaaaaaaaaaa neenga epovumae mass than  thalaivanagum thalapathyin rasigan,Positive
y anirudh he is just useless,Negative
last diologe vara level all dislike  member note it thala vara level,Positive
like  bigil comments   kaithi  deepavali,Negative
release dis film in kannada version,Positive
kadaisiya marana mass panna porathu enga annan vijaysethupathi thaan,Positive
inaiki date announce panitu yevlo neram kalaichi release panringa,Mixed_feelings
padippa mattum nama kita irunthu eduthuka mudiyathu,Positive
paarvai gta  version,Positive
por vijay  trailer vara  laval  pigil,Positive
graphics sari illa nu solrathukune oru gang suthum parunga,Positive
akshay kumar fans hit like,Positive
enna da inuma k va thandala,Mixed_feelings
paaaa goosebumps such a heavy voice,Positive
thalaivan you veraaa levelll bgm kola masssss,Mixed_feelings
thala vera level ponga mass thala therika vedringa,Positive
veraa level you are lying you are lying semmaa dialogue,Positive
i think dislikers is simbu fan,Mixed_feelings
yana pana porom  sweet sapuda porom,Positive
promo video vfx super from rajni fans,Positive
thala vera levelmarana gethu bgm mass yuvan marana bgm,Positive
 entha dialog yaruko sonna mathiri eruku yanuku therium  ungalauku thericha  comment pannuga  like podugamass dialog,Positive
karnataka naaye vaazhuda tamilan pootta pichayela,Negative
so many many many manylike        ,Positive
 million views thala veriyans like,Positive
trailer superaa irukaanu therila kandipa padam semaya irukum bcoz it is vetrimaaran movie,Positive
maranam massu maranam athuku thalairu thanda varanasuper thalaiva,Positive
thalaiva neenga evlo azhaga irukinga wow  pakka marana mass,Positive
semma mass aa eruku thala movie t,Positive
kallli oda attatha parrka waiting,Positive
anirudh pinraaru   bgm alludhu,Positive
innum evlo varusam daan idey concept tamil cinema le varumo,Negative
tala potta thevidiya mavanda baduganla aamigala,Negative
enakku koncham payama irukku sankar thalavar ah vachi cartoon padam ethum kattirakoodathu ,Negative
pink movie ki copy hai yhe movie,Positive
vikram sir fans hit like button ,Positive
sarkar padam nov iku mel odathu aduku iduthan proof,Positive
bgm vera level  gv lv you thalaiva,Positive
thala unusual role yuvan  big combo come back,Positive
come on guys keep watching  m views adikkanum today,Positive
k haters  yevlo nala irundha kooda verukuravanga irukadha seiranga,Negative
vera level thala performance idha mathiri nadika oruthan poradhu dhan varanum,Mixed_feelings
pink remake  worst dialogue ever,Positive
yarlam bigil trailer paathutu  varinga,unknown_state
super  rajinkanth sir all the best in karantaka challenge  darshan fans,Negative
 peru illa  pera anupunalum adippom pongalukku,Positive
 blockbuster list la kaithi  kandippa varum,Mixed_feelings
 pubg fans hit likes,Positive
yethaiyum copy pannala but romba mepokka erukku,Mixed_feelings
end dialogue is for haters who dislike this trailer,Positive
omgipdi mass ah irkum nu ethir pakave illa,Positive
 thalaivar dance repeat mode super,Positive
enada ella comments seconds ago la tha iruukku semma mass,Positive
diwali ku  bigil and kaithi rendume hit aagum nu solravanga like pannunga,Positive
k dislikers  better consult doctor,Positive
yaaaa thala thala yaaa yappa relishes,Negative
en thalaivan batman key taughf kudupan polayae,Mixed_feelings
semma semma super super super super thala mass,Mixed_feelings
final dialoguesila illa pala per ku purijirrukum,Positive
bala sonna mathiri  tamizh cinimavuku dhanush oru varaprasatham than,Positive
maaama  pongal  illa  diwali  ddd,Positive
trailer nalla irruku but bigil koda release panna thinga free advice ketta kelunga kekati ponga,Positive
intha padathula msdhoni ya pathavanlam like pannuga,Positive
teesha marana mass mass mass mass mass,Positive
tamilnadu ahhh thala voice nala thalahduthu,Positive
i   vfx edhrupartha alavuku ila,Negative
sema violence naangale a certificate tharom seekarama release panunga,Positive
superb thala fan from palakkad kerala,Positive
i love you sk anna,Positive
amais padam vangurathuku all illai   adu tariuma,Mixed_feelings
super star is back semaya irkeenga      ,Positive
hit a like for rajni sir,Positive
yaarukellam padam marubadiyum paakkanum pola irukku ,Positive
entha padathalayum thalaivara ivalavu younga kattunathu illa,Mixed_feelings
hero trailer semme ji  mugammudi jeeva movie mathiri sothepiratingge,Positive
pakkuraddukku chinna pulla maari irukkaru namma thalaivar,Negative
sunday kulla  million views varanum,Positive
vetri ne dhanusha pudiche thongitu iru,Positive
inga rajini vena but soldravan poora ttv support panni avana admk sekra mama vela paakuravan thaan,Negative
dislike pannavanga last dialogue kelunga sir,Positive
thalaiva pathu pathu asa therala thalaiva,Positive
aday telugu paiyangala unga bahubali record ah thookitu odunga o comming,Positive
 k cmt varanum frnds  cmt pls,Positive
ipdi tha muga moodi nu onu vitanga,Positive
oruthar mela viswasama iruka innoruthara asinga padutha kudadhu  thala nee gethu thala,Positive
in vetri maaran we trust,Positive
siva sir semma  yuvan sir bgm mass,Mixed_feelings
semma gethu thalaivaintha pongal peta pongal,Positive
chiyaan vikram sir hollywoodla nadikka veendiya aalu,Positive
chiyan anna yepothumeay mass thaby cvf tenkasi,Positive
yar yarla  millions likes wait panriga,Positive
after bigil trailer thala dhan da mass,Positive
trending no rip kaapaan fans nu soldravanga like ah podunga,Positive
dislike poduravanlaam pombala porukinga   ithu varaikum k  porukinga  trailer paathuruthukunga,Mixed_feelings
vayasanalum ivaru alagum stylum innum koraiyave illa,Positive
ennangaa da ithu mins laa k dislikes thalapathy daaaa      ,Positive
paruthiveeranuku aparam indha getup ipathan arumaiya irukku,unknown_state
bgm gvp back   sema,Positive
namaku vendiyatha namma than adichi vanganum  vadachennai feel,Positive
bigil trailer parthidu yaru illam entha pakkam vanthu irukikka,Positive
thala fans like pannunga dupport thala,Positive
thar mar ahh irukku only rajinism,Negative
avengerska tough koduppaaru poala yenga thalaiku yevlo dhillu paathiya,Negative
trailer pakka vandhavunga like pottu ponga papom,Mixed_feelings
manushan ku vayasu aakave aakathu pola,Positive
kadysi dialogue  avar fans aa keta mathiri iruku,Positive
 likes reached aairuku pangalingala adichi thookalamaa,Positive
podu naakehh vikram speak malay mass,Positive
inime vijay fansku zoomaka zoo than,Positive
ivaru ipadiye nadicharuna veetuku poga vendiyathan nala story la nadichatha vj,Negative
sk  hero  vijay  bigil,Positive
pakka blockbuster pongal treat rajni sir mass,Positive
trending  in india  singapore in  sri lanka in malaysia  thala,Mixed_feelings
trailerla last dialogue  semma  enna sethuduvomnu bayama irukka  savaradha irudhalum nerukku ner sanda pottu  sanda pottu saavanum,Negative
 la yaaru athu he is looking like teejay ,Positive
 music engiyo ketta maari irukke,Positive
deivamae neenga eppaium illamai ya irukura evergreen superstar i love you thalaivaaaaaaaaaa,Positive
 vijay sethupathi fans like here,unknown_state
amitabh bachan dei ennada panni vechi irukkinga en padatha,Negative
thala sonthangalaku oru vendukol night kulla m likes above varanum,Positive
tha thalaivar dance ku happy ana mattum hit like,Negative
 k dislikers is marvel and cameroon fans,Positive
thala entry epdi irukkumnu comment pannunga thala rathangale,Positive
excellent film last dialogue vera level,Positive
inaiku kandipa yedhavadhu oru record vaikanum,Positive
likes ku picha kekravangala enga pa irkeenga,Positive
yeah to pink ka remake hai,Positive
thala thala thala  always massclass  loveeeeeer youuuu thalaaaa,Mixed_feelings
 power rangers paarta feel varudu,Mixed_feelings
ellam avan seyal film mari iruke lyt ah dha full ah illa,Positive
style ah iruken ah naturally   karthik bro  sethukal ,Positive
illaya super star dhanush  apdinuuu name varalaaaa,Positive
bgm vera mathiri irrukku yuvan vera level la pannirukaru,Positive
marana masssssirappaana tharamaana sambhavam iruku pongal ku,Positive
he looks like a rock,Positive
i like petta thalaivar pakka thana poringa intha petta oda aattatha all,Positive
thalapathy fans orutharukku kooda vikram sir ah pudikkama irundhadhe illa  that is for chiyan vikram,Positive
sirappana tharamaana sambavatha inimae thaan paakapoorom ,Positive
thala fanz nu solla enga evanukum thaguthi ila comments pannama yengada poninga,Positive
iam surya fan trailer vera leavel irukku super,Positive
naan verithanamana vijay fanbut   thala vera level,Positive
omg omg mindblowing awesome enaku solla varthee varala avloo super,Negative
gun vilaiyadudhu kaila ethna thalaivar padam pathirpom wow,Positive
rajni sir i love you  iam kerala petta iam waiting,Positive
thalaivar superstar legendary legend rajini sir aatam aarambam,Positive
           namakhu thevaiyanatha namatha adhichu vangunu,Positive
vera level superstar rajini style king maranaa mass hit      ,Mixed_feelings
enrum thala ajith  eppavum ajith ethilium ajith ajith ajith ajith ajith ajiththan,Positive
thalaivar mass vijaysethupathi sir vera level,Positive
you bgm vera level soldravanga   like  comment,Positive
seme  vijay sethupathy gethu taan,Positive
 batman kae tough you kudupan pola,Positive
padam full ah ajith kathikite irupaaru  pola,Positive
ni va thala evanum unna vella mutiyathu,Mixed_feelings
i like this trailer ajith  vara level,Positive
sollrathukku vaarthaye illa vera vera vera level thalaivaaaa,Mixed_feelings
thamizh  ipdi indha oru tag vechi padam pandradhe trend aiduchii cinema koothadi thevudia pasangalukku,Negative
trailer ah pakkanumbodhe semma verithanam ah irukku vijaysethupathi anna thala thalapathy ku aprom needhan anna,Positive
telugu tamil okesari release cheyandi  pls,Positive
anil kunjunga neruku ner modha mudiyama fake id la varanga  paaaaaaaaaaaavam sottapathi yoda anil kunjunga,Negative
vera level thala i love you,Positive
         trending thala da,Positive
ennada ithu thalaya hero dubt ah iruke,Positive
therikke fans hit like arjun sir,Positive
nanum rajini rajigantha enakku vayasu tha evaru namakellam ethathu nallathu panduvara vote podalama vendamanu therila,Positive
vikram veriyarkal like button therika vidungal,Positive
sirappana tharamana sambavagala inimay than pakka pora,Positive
my favourite part   semma,Positive
   trailer ah da edu edho ad patha mari eruku boost ku batman bomma kadaikura mari,Mixed_feelings
padam nalla irukko illaiya but thala eppovum mass ahh irukkanum,Positive
sorry bha  plz konjam yellam othungu  asuran vanthachi  verithaname intha padam than,Positive
 milion views with k likes for n remake movie its huge,Positive
movie yachum nailla eruka nu papom,Positive
thala viswasam vida ithu nalla irukku pola    ,Positive
arr shankar super star love uuuu,Positive
petta fans like here  super star nale summa adhurudhula,Positive
vaaa thalivaaa vaa thalivaaa va thalivaaa,Positive
thala trailer super thala nee masssssssssssssssss,Positive
kaithi  very very very  intense adikraam paaru bigiluku aapu,Positive
it was like jeevas mask  telugu title  movie   ,Positive
this is my story shankar stole it nu solitu yarum enum kalambalaya da  shankar da,Positive
ivaru cinemala laam nalla tha prasuraaruaana nijathula than olaridaraaru,Mixed_feelings
thalaiva vera lvl superstar rajnikanth  khooo khoooo,Positive
ipo than rempa happy ah irukku thala trending la,Positive
saaho  million vandhudhuchu trending la nerunga vidhadheenga thalafans nkp trailer views ethunga pangaaligala,Positive
padam vetri adaya thalapathy fans vazthukal,Positive
thalada    ooothalakka vera yevanum mincha mudiyadhuda enga thalaya,Negative
 sec enna da marvel copy paste takrish movie pola munjula maskketa hero,Mixed_feelings
m varanum ethachum annuga thala fans,Positive
my chiyaan anna masssssss love you anna,Positive
sarkar vanguna teaser like la kal vasikooda varala,Mixed_feelings
movie fulla night time travel tha pola,unknown_state
summa thala thalanu vanthurveenga thalapathy film paarunga,Positive
thala amasing thala thala thala thala,Positive
ellaru thirubha thala trailer ra pathu trend akanum,Positive
anyone felt  let the skyfalllet it crumble  d,unknown_state
ithu sunda podara neram illa  moviekku support neram,Mixed_feelings
intha kali aatm kali viswasam trailer ours m like,unknown_state
 mast movement rajnikanth superstar sir,Positive
pink movie remake love you sir,Positive
inoru tirunelveli base movie   vettai nai la ipamachi cinema la kamikurathy nala iruku,Positive
but lawyer did not suit ajith,Mixed_feelings
enum nala pani irukalaam orginal pink trailer pathu compare pana it is ok only,Positive
 idhula yarulam bigboss  la vara abirami ah paathinga,Positive
padam vere level from thalaivar veriyan  abirami big boss performance seme,Positive
aaana viswasam trailer views earave illa  laye nikkuthu atleast daily one time aavathu paarungayaa,Positive
trailer times pathavanga like kudunga     ,Negative
just k dislikes avangaluku la inum epdi thaa movie eadukanumoo oru vela dhanush haters ah irupangaloo,Positive
tamilar tamilar nu soldringa produce pandradhuku reddy dhan kedaichara,Mixed_feelings
semma camera semma work semma double treat viswasam and petta semma  kandu la waiting,Positive
semma,Positive
poga da madda nallave illa su,Negative
enada vivegam la coffee solu  nu solra mathri sweet sapda porom  nu cooola solraru thalaivaru,Positive
any loosu pasanga irukangala trailara kurai solla,Negative
sema marana mass  trailer thalaivar,Positive
rajani sir    mass  comback   rajani sir,Positive
pangalingala nalaiku namaku energy venum so ellarum poi thoongunga good night       ,Positive
suriya rasigargal sarbaga padam vetri pera valthukal nanbargaley,Positive
like thala  fans of karnataka,Positive
trisha  simrana vida aged ah irukanga vj sethupathi,Positive
t h a l a,Positive
rajini super simran cute vj mass,Positive
it looks like remake of pink,Positive
movie release kulla  million views thaandumnu solravanga like podunga thala bloods,Positive
semmmmma  thara massuuu  rajini sir fans hit like   likers,Positive
trending  on srilanka after  days,unknown_state
thala na tamil naduku yaaru addichi sollu thala ajith nu peru  ,Positive
let s make it m  kabali kaala and now petta,unknown_state
actually indha maari oru padam dhaan thala kitta irundhu expect panninom,Positive
mugamoodi x kanithan  hero  x  ,Mixed_feelings
ajith rasigargal sarpaka padam vetri pera valthukkal waiting karthi anna,Mixed_feelings
thala  title ku verithanama wait panravanga matum like panunga,Positive
 and   thalaivars trademark style,Negative
vera level look vikram sir waiting for movie,Positive
feel like vada chennai   namakku thevaiyanadha nammadhan adichu vaanganum   padippa matum eduthuka mudiyadhu,Positive
adei youtube eppa da m views varum nanum evvlovu times pathuten innium m views mattum vara matikuthu ,Positive
iam super star fan please like panuga,Positive
vera lvl   thala i love you,Positive
super anna idhu idhu idhu beku,Positive
semma semma i love you thala,Positive
ajith oru potta badu thevudiya pullathis is  my number ambaliya eruntha call pannunga daaa potaigala   ,Negative
ennaaaa trailer  da thala  veralevel,Positive
daily  time pathalum puthusa pakura mathiri than irukku thala acting yuvan music sema,Positive
maranam mass maranam pongal ku toughu tharanam,Positive
taliva rajani annan die hard fans like here,Positive
thaliva sk m views and k views ,Mixed_feelings
waiting for all bigil kaidhi and sanga tamizhan,unknown_state
apdiyellam nadakaadhu nadaka koodadhu ultimate star is always  handsome hunk m likes guaranteed,Mixed_feelings
simran look paaaaachance ah illa so cute,Positive
ashkey kumar fans hit like here,Positive
thala vera level yuvan bgm super b,Mixed_feelings
    level movie  super ,Positive
rajini  still got his vintage style,Positive
bollywood pink movie remakes in tamil,Positive
marana mass stylish rajini sir sirappana movieya pongal annaiku parka porom,Positive
thala sikitam vaanka w pannide irukam,Positive
vera level masuu ahh irkum ,Positive
super super super super super super  rajini boss only real hero in word,Positive
sirappana tharamana sambavam pongalukku papinga kaali oda attatha,Positive
thathaavin nadippu nalla irukku  vayasila hero vaa  kadavulee makeup man a thukadaa ,Negative
dislike pottuvan sk fan ah tha eruppan echa shiva karthi naiye,Negative
thalaaa thalaaa thalaaa ne vaaa thaaaa,Mixed_feelings
kelapyana pathu chennapyan soldringa ye paa,Negative
thanush annavukku oru saluite great acting super,Positive
intha trailer partha piragu chiyan fan nu soldrathula perumaiya irukku chiyan mass,Positive
thalaivar antha pazhaya styloda  thirumbi vandhittennu sollu,Positive
thrisha yenga daww ithula kattave illa,Negative
enna pa vijay sethupathi ah kami ya katiteengha,Mixed_feelings
karthi  kaithi the diwali  winner ,Positive
english la eduthurukalam hollywood level la iruku,Positive
oruththar mela katra viswasaththukku maththavangala yen asinga paduththuruinge ungala thanda soldraru amai pundaingala,Negative
karthi replace vsp na edupa irunthu irukum,unknown_state
ipadi neraiya neraiya neraiya thala eyes wow,Positive
odhungidu oodi padhungidu thalaivar varaar petta paraak  yarruku sollurenu theriyumnu nennaikuren,Positive
semma padam  very interesting sooper movie,Positive
thalapathi  first  look  varattum,Positive
like you ajith sir boneykapoor kku help kadan sumaiyai kuraikka pannanumnu intha padam panringa great sir,Positive
this look is beutifull thalivaaaaaaaa always one next bhaasha,Positive
yarullem fdfs patthutu inga varinga ,Positive
at least m likes in hrs,Positive
petta parraaaaakk like for petta  comment for viswasam,Positive
en birthday ku padam releas aavuthu supr,Positive
 sucks    petta massssssss,Mixed_feelings
woww wowwwww woww masss na niiii,Positive
konjam krrish konjam gentleman appuram mazhai saarala darkknightrises  appuram kothamalli karuveppilai comedy  songs,Positive
trailera pakkupothu ranjit mela tha gaandaguthu,Mixed_feelings
thaliva semma mass super star summa alle viduthe,Positive
neraya peru teaserna enna trailerna ennanu theriyama koovitu irukkanga trailer likes la thala than no ,Positive
wow wow wow wow wow wow super   any bady never catch  sankar,Positive
best wishes from  suriya fans    thala  vera level marana masss,Positive
morning ezhuthu trailer pakka vanthavangalaya yaru  ,Negative
marana maasss   jan  viswasam ennaaga pogudho,Positive
yuvan shankar raja fans hit like,Positive
hindi pink ku viswaasama irukra fans enga nerkonda paarvai ya asinga paduthaadheenga,Positive
bigil teaser ku aprm pathavaga like panuga,unknown_state
oa verithanam da epa dhanush vetrimaran gv combo,Positive
kola gaandla irukkaan mavanae kollaama vida maattaan purinjavan purinjikkoa puriyaadhavan purinjavan kitta kaettu therinjikkoa,Mixed_feelings
ennada ippadi irrukuu rajini mathiriyachu smarra makeup pootu nadikalamlada ennada neenga,Mixed_feelings
paaahaaaa theriguthu thalaivar semaaaaaaa so smart,Positive
thala masssss da marana massss waiting thala,Positive
like podunga enga ajith annan ku,Positive
thalaivar kannula irukura power than avar irukum vetriyin towerchinna pasanga ellam orama poitu vilaiyadungathalaivaaaa is comingggggg,Mixed_feelings
intha teaser la vara kadaisi dialogue remove panna mudiyuma avar pecha avanga rasigargale kekamatengranga apuram ethuku intha dialogue,Positive
it is like bairavaa  ,Mixed_feelings
oh intha vati chituku alu iruku polaemmy jackson is a robot ,Negative
suriya fans sarbaga vazhthukal nkp is going to blockbuster,Positive
semma mass dhanush anna veara level gv bgm mass,Positive
ennaya am sollittu sikirama release pannitinga paravailla trailer marana mass,Positive
vera level viswasatha adichi oda vidapothu,Positive
thalaivaaaaaaaedhu edhu edhudhavayasanalum unga style ungala vittu pogala,Positive
still in top  trending after  days,Positive
you   thala fans yarellam  thala kum uvan music panna nalla irukumnu aasapaduringa  like me ,Positive
summa kili  sk anna tharu maru mass moviekki verithanam,Mixed_feelings
vera leval anna mass sk anna,Positive
oruthar mele vishwasam asinga peduthireenke  first time like pottirikken thala trailerikk,Positive
hit like petta for super hit,Positive
thalapathy jeeva siva karthikeyan super hero landing       ,Positive
billa  bgm feel,Mixed_feelings
paravala semma mokkayatha iruku irunthalum pappom yenna pannida poranga,Negative
marana mass ah irukkesong um trailer umsaavadi,Positive
last puch vj fans ka irukumo,Positive
pink movie tamil remake ah ,Positive
thala marana mass   ak ak ak ak ak ak ak ak ak ak,Positive
gun rotate style  pppphhhaaaa vera level ji,Positive
pangalingala inniki sunday and leave day so adichi thookalamaa thagida thagida thagida thagida              ,Positive
ajith kumar mutta punda nadippin nayakan tha king,Negative
ajith kumar i love you sir,Positive
valimai bgm ku yarru waiting,Positive
i think villadhi villain uh iruka poraru marana mass thalaivaaa,Positive
yavanachum trailer paarthi yeppudi irukunu comment pandrangala like kaithi comment bigil pottudu irukanuga,Negative
aug  ku m vivews  m likes varumnu ethirpaakurean enna readiya thala bloods,Positive
intha padam vetri pera vazhthukkal from thalapathy fans,Positive
trailer la mass ah dha iruku ana bgm ketta dha engeyo iman music la ketta mari iruku,Mixed_feelings
chiyan veriyan ivan pandiyan  street aruppukottai,Positive
rajnikanth looks young like telugu hero nani,Positive
asuran bgm for status dedicated to all dhanush fans and asuran marna waiting,Positive
mind la asuran theme mattum dhaan oditu irukku,Mixed_feelings
yaar yaar lam indha movie oda bluesattai review ku wait pandringa like podunga paklam,unknown_state
bgm therikka uttanda sam cs uh,Mixed_feelings
nall cartoon padam sankarte sarakku illaiyo,Negative
what did you say ,Positive
lokesh kanagaraj on  karthi  eagerly wiing are     ,Positive
semma semma goose bumps no doubt mega hit thalaivar,Mixed_feelings
interest ha trailer ha paathukunu irrukum bodhu eacha kala madhri naduvula  add ha yean da  poduringa ,Mixed_feelings
neraya neraya neraya vera level mass thala,Positive
i m waiting thalaiva pongalukku theatre porom thomsam panrom ne kalakku rajini uncle,Positive
looks like chindamani kolakase movie theme,Mixed_feelings
goood last dialogue is very good,Positive
ithanda thalaivar petta  ippadi patta aala poi ranjith naai kitta maativittangaley,Mixed_feelings
august  am first day first show paka poravanga like panunga,Positive
petta parak kola kandula iruken thalaiva redefined,Positive
mokka da samii old dialogue same story  like vellaikaran,Mixed_feelings
yaru yaru download paniyum  youtube la yae pakuringa repeated ah,Positive
average padamaa than erukum entha  pink  dub movies,Negative
wow v r waiting thala pola varummaaaa,Positive
 diwali treat  bigil  like  kaithi  cmt,Mixed_feelings
idha nambi thaan da theatre ku vanden kadaisila naamatha potingaley da    ,Positive
g v prakash kumar musical      ,Positive
bangam da saami vera level trailer baapakka mass bgm verithanam,Negative
motherfuckers la dislike pandranga pola ,Negative
mass mass mass vera vera level,Positive
niraiya niraiya ne niraiya vaati soltare,Positive
maranam maasu maranam toughuu taranumm athukku avanthan porandhu varanum,Positive
petta baraak  frame by frame sedhukki vachirukanga,Positive
all karthi anna fans mass diwali nammaldhu dha otha verithanamana sambavam iruku,Mixed_feelings
marninng elunthu undan thala tharishanam thaan,Positive
asuran second part veynum nu solranvnga like pannuga,Positive
 songsuperbkamallllla  i am waiting for dis song you,unknown_state
vayasukku thagundha kelvi ya kekka sollunga da,Mixed_feelings
super sir revenge story ya sir but ok andha padipu dialogue sema chidambaram,Positive
                            dialogue vachurundha ultimate mass  and class aa irundhurukum,Positive
oruthar mela viswasam katrathukkaka en aduthavangala asinga paduthuringa,Positive
thalaivar pazhaya style gethu yella appadihey iruku,Positive
vijay won no record broken by  trailer,Negative
onnum puriyala theater la poi thunga tha seiyanum,Positive
 to  bgm stolen from han zimmer,Negative
eppavume namma thala thaan trending no ,Positive
intha padathil don alleyaaaith enna mayam,Positive
i love vikram movie s as kannadiga,Positive
dailyum trailer ah thirumba thirumba paakuravanga like pannunga,Mixed_feelings
pink movie  hit in bollywood,Positive
eiipongal ku evanavathu visuvasam kusuvasam nu vantha appadiyae oodi poiru kola kaandula irukaentha screen kilinchurum,Negative
idhu thala  adha vittu shivakuda mokka movies la nadichutu,Positive
sema mass waiting sankar sir great,Positive
hahaha shakthi maan nu nenachu maadi la irundhu kudhicha s kid da naanga,Positive
ore time la sotting powaru pola,Negative
indian brucelee  vera level  paaaaaa,Mixed_feelings
teaser mokka sonavangaa ida parthu meralaporanga,Mixed_feelings
yuvaaan fans    z,Positive
oru ponnukita poai kekra kelvia paaru,Positive
otha bigil  hoooohoooo    kaithi team sema,Positive
thalaiva semma mass trailere summa adirudula thaliva,Positive
namma kita kaadu iruntha edthukuvanungo kaasu iruntha pudungikanuvo padipa matum eduka mudiyathu best dialogue and story,Positive
thalaivara vanga vanga  kola mass irukku mor mani showkku kandippa unka tharasinam tha,Positive
padathula ethana per irunthaalum thalaivar thaniya theriyuraru pa mass marana mass trailer,Negative
will movie   hit  like   no  comment,unknown_state
trailer attamyai vera levelapp padam atthukum melai,Positive
bgm visvasam bgm slow motion la ketta madhiri iruku,Negative
song umailaye nallarku lyrics ku ethamari yuvan tune pannirkaru ithu oru emotional song,Positive
dae ne la thirunthave maatiya padam nadikurana padam intha lachanathula evuru iron man voice panrara thu ,Negative
